RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~30~Q07~TOC05~AGE~RACE,2022,2022,MT,Montana,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-109.4244206 47.06652897),C01,TOC05,Q07,30,AGE,5064,RACE,HIS
BRFSS~2022~2022~27~Q11~TSC11~AGE~OVERALL,2022,2022,MN,Minnesota,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,55.9,55.9,,,53.1,58.6,Age Group,65 years or older,,,POINT (-94.7942005 46.35564874),C03,TSC11,Q11,27,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~30~Q46~TOC10~AGE~RACE,2022,2022,MT,Montana,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-109.4244206 47.06652897),C01,TOC10,Q46,30,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~40~Q46~TOC10~AGE~RACE,2022,2022,OK,Oklahoma,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-97.52107021 35.47203136),C01,TOC10,Q46,40,AGE,5064,RACE,ASN
BRFSS~2022~2022~39~Q03~TMC01~AGE~RACE,2022,2022,OH,Ohio,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-82.40426006 40.06021014),C05,TMC01,Q03,39,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~78~Q07~TOC05~AGE~OVERALL,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,67.8,67.8,,,56.1,77.7,Age Group,Overall,,,POINT (-64.896335 18.335765),C01,TOC05,Q07,78,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~29~Q10~TSC10~AGE~RACE,2022,2022,MO,Missouri,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-92.56630005 38.63579078),C03,TSC10,Q10,29,AGE,5064,RACE,NAA
BRFSS~2022~2022~35~Q46~TOC10~AGE~RACE,2022,2022,NM,New Mexico,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,39.6,39.6,,,25.4,55.8,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-106.240581 34.52088095),C01,TOC10,Q46,35,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~49~Q20~TSC03~AGE~OVERALL,2022,2022,UT,Utah,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,55.0,55.0,,,50.1,59.8,Age Group,50-64 years,,,POINT (-111.5871306 39.36070017),C03,TSC03,Q20,49,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~45~Q07~TOC05~AGE~RACE,2022,2022,SC,South Carolina,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,70.4,70.4,,,68.1,72.5,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-81.04537121 33.9988213),C01,TOC05,Q07,45,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~56~Q46~TOC10~AGE~OVERALL,2022,2022,WY,Wyoming,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,43.3,43.3,,,40.5,46.1,Age Group,65 years or older,,,POINT (-108.1098304 43.23554134),C01,TOC10,Q46,56,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~9002~Q03~TMC01~AGE~GENDER,2022,2022,MDW,Midwest,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,6.8,6.8,,,6.1,7.6,Age Group,65 years or older,Gender,Male,,C05,TMC01,Q03,9002,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~06~Q20~TSC03~AGE~OVERALL,2022,2022,CA,California,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,44.1,44.1,,,40.2,48.0,Age Group,Overall,,,POINT (-120.9999995 37.63864012),C03,TSC03,Q20,06,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~48~Q11~TSC11~AGE~GENDER,2022,2022,TX,Texas,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,27.4,27.4,,,25.0,30.0,Age Group,Overall,Gender,Female,POINT (-99.42677021 31.82724041),C03,TSC11,Q11,48,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~15~Q07~TOC05~AGE~RACE,2022,2022,HI,Hawaii,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,91.7,91.7,,,89.2,93.7,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-157.8577494 21.30485044),C01,TOC05,Q07,15,AGE,5064,RACE,ASN
BRFSS~2022~2022~22~Q12~TSC01~AGE~OVERALL,2022,2022,LA,Louisiana,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,78.7,78.7,,,75.3,81.7,Age Group,65 years or older,,,POINT (-92.44568007 31.31266064),C03,TSC01,Q12,22,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~33~Q10~TSC10~AGE~RACE,2022,2022,NH,New Hampshire,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-71.50036092 43.65595011),C03,TSC10,Q10,33,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~55~Q07~TOC05~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,62.9,62.9,,,54.9,70.2,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074 44.39319117),C01,TOC05,Q07,55,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~37~Q46~TOC10~AGE~GENDER,2022,2022,NC,North Carolina,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,51.1,51.1,,,45.5,56.7,Age Group,65 years or older,Gender,Female,POINT (-79.15925046 35.46622098),C01,TOC10,Q46,37,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~20~Q46~TOC10~AGE~GENDER,2022,2022,KS,Kansas,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,30.3,30.3,,,27.2,33.6,Age Group,50-64 years,Gender,Female,POINT (-98.20078123 38.3477403),C01,TOC10,Q46,20,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~13~Q07~TOC05~AGE~RACE,2022,2022,GA,Georgia,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-83.62758035 32.83968109),C01,TOC05,Q07,13,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~16~Q11~TSC11~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,48.2,48.2,,,44.4,52.1,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-114.36373 43.68263001),C03,TSC11,Q11,16,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~25~Q09~TSC09~AGE~RACE,2022,2022,MA,Massachusetts,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,49.9,49.9,,,38.1,61.7,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-72.08269067 42.27687047),C03,TSC09,Q09,25,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~21~Q09~TSC09~AGE~RACE,2022,2022,KY,Kentucky,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.77497105 37.64597027),C03,TSC09,Q09,21,AGE,5064,RACE,BLK
BRFSS~2022~2022~32~Q03~TMC01~AGE~OVERALL,2022,2022,NV,Nevada,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,10.0,10.0,,,7.7,13.0,Age Group,65 years or older,,,POINT (-117.0718406 39.49324039),C05,TMC01,Q03,32,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~50~Q03~TMC01~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-72.51764079 43.62538124),C05,TMC01,Q03,50,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~36~Q11~TSC11~AGE~RACE,2022,2022,NY,New York,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-75.54397043 42.82700103),C03,TSC11,Q11,36,AGE,5064,RACE,ASN
BRFSS~2022~2022~16~Q07~TOC05~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,79.8,79.8,,,71.3,86.3,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-114.36373 43.68263001),C01,TOC05,Q07,16,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~13~Q11~TSC11~AGE~RACE,2022,2022,GA,Georgia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-83.62758035 32.83968109),C03,TSC11,Q11,13,AGE,5064,RACE,HIS
BRFSS~2022~2022~45~Q12~TSC01~AGE~RACE,2022,2022,SC,South Carolina,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-81.04537121 33.9988213),C03,TSC01,Q12,45,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~24~Q09~TSC09~AGE~RACE,2022,2022,MD,Maryland,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-76.60926011 39.29058096),C03,TSC09,Q09,24,AGE,5064,RACE,ASN
BRFSS~2022~2022~20~Q09~TSC09~AGE~RACE,2022,2022,KS,Kansas,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,74.9,74.9,,,73.0,76.7,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-98.20078123 38.3477403),C03,TSC09,Q09,20,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~48~Q07~TOC05~AGE~GENDER,2022,2022,TX,Texas,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,78.2,78.2,,,75.2,80.9,Age Group,Overall,Gender,Male,POINT (-99.42677021 31.82724041),C01,TOC05,Q07,48,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~06~Q20~TSC03~AGE~GENDER,2022,2022,CA,California,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,44.1,44.1,,,40.2,48.0,Age Group,Overall,Gender,Female,POINT (-120.9999995 37.63864012),C03,TSC03,Q20,06,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~28~Q11~TSC11~AGE~GENDER,2022,2022,MS,Mississippi,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,43.1,43.1,,,37.8,48.6,Age Group,65 years or older,Gender,Female,POINT (-89.53803082 32.7455101),C03,TSC11,Q11,28,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~10~Q46~TOC10~AGE~RACE,2022,2022,DE,Delaware,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-75.57774117 39.00883067),C01,TOC10,Q46,10,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~33~Q07~TOC05~AGE~GENDER,2022,2022,NH,New Hampshire,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,84.9,84.9,,,81.9,87.5,Age Group,50-64 years,Gender,Female,POINT (-71.50036092 43.65595011),C01,TOC05,Q07,33,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~44~Q11~TSC11~AGE~RACE,2022,2022,RI,Rhode Island,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-71.52247031 41.70828019),C03,TSC11,Q11,44,AGE,5064,RACE,NAA
BRFSS~2022~2022~50~Q11~TSC11~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-72.51764079 43.62538124),C03,TSC11,Q11,50,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~04~Q13~TNC04~AGE~RACE,2022,2022,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,29.3,29.3,,,17.3,45.1,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-111.7638113 34.86597028),C02,TNC04,Q13,04,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~51~Q07~TOC05~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046 37.54268067),C01,TOC05,Q07,51,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~36~Q12~TSC01~AGE~OVERALL,2022,2022,NY,New York,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,78.9,78.9,,,76.0,81.5,Age Group,50-64 years,,,POINT (-75.54397043 42.82700103),C03,TSC01,Q12,36,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~37~Q03~TMC01~AGE~RACE,2022,2022,NC,North Carolina,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,14.0,14.0,,,10.3,18.7,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-79.15925046 35.46622098),C05,TMC01,Q03,37,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~26~Q11~TSC11~AGE~RACE,2022,2022,MI,Michigan,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-84.71439027 44.66131954),C03,TSC11,Q11,26,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~54~Q07~TOC05~AGE~OVERALL,2022,2022,WV,West Virginia,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,57.9,57.9,,,55.9,59.9,Age Group,Overall,,,POINT (-80.71264013 38.6655102),C01,TOC05,Q07,54,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~47~Q13~TNC04~AGE~RACE,2022,2022,TN,Tennessee,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,50.6,50.6,,,41.2,59.9,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091 35.68094058),C02,TNC04,Q13,47,AGE,5064,RACE,BLK
BRFSS~2022~2022~39~Q20~TSC03~AGE~RACE,2022,2022,OH,Ohio,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-82.40426006 40.06021014),C03,TSC03,Q20,39,AGE,5064,RACE,HIS
BRFSS~2022~2022~33~Q10~TSC10~AGE~RACE,2022,2022,NH,New Hampshire,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,41.5,41.5,,,37.1,46.0,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036092 43.65595011),C03,TSC10,Q10,33,AGE,5064,RACE,WHT
BRFSS~2022~2022~27~Q10~TSC10~AGE~RACE,2022,2022,MN,Minnesota,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,25.2,25.2,,,15.5,38.4,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-94.7942005 46.35564874),C03,TSC10,Q10,27,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~54~Q13~TNC04~AGE~GENDER,2022,2022,WV,West Virginia,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,47.4,47.4,,,42.8,51.9,Age Group,50-64 years,Gender,Male,POINT (-80.71264013 38.6655102),C02,TNC04,Q13,54,AGE,5064,GENDER,MALE
BRFSS~2022~2022~40~Q09~TSC09~AGE~RACE,2022,2022,OK,Oklahoma,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,62.3,62.3,,,51.8,71.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021 35.47203136),C03,TSC09,Q09,40,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~10~Q10~TSC10~AGE~RACE,2022,2022,DE,Delaware,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,54.2,54.2,,,48.2,60.0,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-75.57774117 39.00883067),C03,TSC10,Q10,10,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~48~Q03~TMC01~AGE~RACE,2022,2022,TX,Texas,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,11.3,11.3,,,9.0,14.2,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-99.42677021 31.82724041),C05,TMC01,Q03,48,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~11~Q10~TSC10~AGE~OVERALL,2022,2022,DC,District of Columbia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,47.0,47.0,,,40.1,54.0,Age Group,50-64 years,,,POINT (-77.036871 38.907192),C03,TSC10,Q10,11,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~09~Q10~TSC10~AGE~GENDER,2022,2022,CT,Connecticut,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,48.2,48.2,,,45.2,51.2,Age Group,Overall,Gender,Male,POINT (-72.64984095 41.56266102),C03,TSC10,Q10,09,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~56~Q12~TSC01~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,62.5,62.5,,,59.4,65.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-108.1098304 43.23554134),C03,TSC01,Q12,56,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~20~Q46~TOC10~AGE~OVERALL,2022,2022,KS,Kansas,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,43.2,43.2,,,41.2,45.3,Age Group,65 years or older,,,POINT (-98.20078123 38.3477403),C01,TOC10,Q46,20,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~34~Q12~TSC01~AGE~GENDER,2022,2022,NJ,New Jersey,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,76.0,76.0,,,71.8,79.7,Age Group,50-64 years,Gender,Female,POINT (-74.27369129 40.13057005),C03,TSC01,Q12,34,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~40~Q10~TSC10~AGE~GENDER,2022,2022,OK,Oklahoma,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,25.9,25.9,,,22.2,29.9,Age Group,50-64 years,Gender,Male,POINT (-97.52107021 35.47203136),C03,TSC10,Q10,40,AGE,5064,GENDER,MALE
BRFSS~2022~2022~44~Q07~TOC05~AGE~RACE,2022,2022,RI,Rhode Island,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,86.9,86.9,,,84.2,89.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-71.52247031 41.70828019),C01,TOC05,Q07,44,AGE,5064,RACE,WHT
BRFSS~2022~2022~36~Q03~TMC01~AGE~OVERALL,2022,2022,NY,New York,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,14.3,14.3,,,12.8,15.9,Age Group,50-64 years,,,POINT (-75.54397043 42.82700103),C05,TMC01,Q03,36,AGE,5064,OVERALL,OVERALL
